order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
63254,18,2024-09-27,154,3,374.94,1124.82,Completed,2024-10-04
63255,6642,2025-08-06,142,1,324.94,324.94,Completed,2025-08-08
63256,6392,2025-12-24,239,3,702.60,2107.80,Pending,
63257,5837,2026-07-30,269,5,46.88,234.40,Completed,2026-07-31
63258,735,2025-06-16,299,1,263.71,263.71,Completed,2025-06-16
63259,6499,2025-08-20,410,2,505.40,1010.80,Cancelled,
63260,8957,2025-05-07,390,1,798.06,798.06,Completed,2025-05-07
63261,8392,2025-04-16,302,1,685.91,685.91,Cancelled,
63262,188,2025-12-20,251,3,361.34,1084.02,Pending,
63263,8927,2024-11-20,462,1,226.51,226.51,Completed,2024-11-22
63264,6739,2026-04-13,431,4,491.50,1966.00,Completed,2026-04-13
63265,6949,2026-02-16,86,5,206.87,1034.35,Pending,
63266,9633,2024-11-22,428,4,406.40,1625.60,Completed,2024-11-28
63267,7248,2025-09-20,11,3,74.59,223.77,Completed,2025-09-23
63268,8580,2026-05-09,147,4,108.09,432.36,Completed,2026-05-11
63269,5755,2025-10-12,70,3,654.46,1963.38,Completed,2025-10-15
63270,8798,2026-07-15,455,3,552.86,1658.58,Pending,
63271,5787,2024-08-14,399,1,22.07,22.07,Completed,2024-08-14
63272,8986,2026-08-01,399,4,25.48,101.92,Completed,2026-08-07
63273,2612,2023-04-30,256,5,665.79,3328.95,Completed,2023-05-06
63274,1381,2026-04-11,93,1,398.82,398.82,Completed,2026-04-11
63275,6201,2026-05-03,401,2,714.20,1428.40,Completed,2026-05-08
63276,3484,2023-07-18,47,5,179.33,896.65,Completed,2023-07-18
63277,7572,2025-04-19,297,2,316.86,633.72,Completed,2025-04-20
63278,1407,2024-11-07,493,5,557.54,2787.70,Completed,2024-11-07
63279,140,2024-11-20,231,5,99.49,497.45,Completed,2024-11-20
63280,2776,2023-11-20,326,4,507.09,2028.36,Pending,
63281,6599,2023-03-04,295,1,722.26,722.26,Completed,2023-03-09
63282,6937,2025-04-13,187,1,627.70,627.70,Completed,2025-04-17
63283,5031,2023-08-02,307,1,41.76,41.76,Cancelled,
63284,459,2026-06-14,275,2,428.26,856.52,Completed,2026-06-15
63285,5184,2025-01-09,43,2,115.18,230.36,Cancelled,
63286,6907,2025-01-29,296,2,746.49,1492.98,Pending,
63287,8426,2023-05-02,142,1,370.35,370.35,Pending,
63288,5462,2024-05-28,18,1,203.00,203.00,Completed,2024-06-01
63289,3068,2025-06-10,186,4,543.31,2173.24,Completed,2025-06-11
63290,9450,2025-02-16,246,2,602.83,1205.66,Completed,2025-02-18
63291,7938,2023-08-28,111,1,735.21,735.21,Cancelled,
63292,5218,2023-12-13,283,4,247.95,991.80,Completed,2023-12-19
63293,2025,2026-04-14,414,4,181.51,726.04,Completed,2026-04-17
63294,9716,2026-04-15,498,3,327.93,983.79,Completed,2026-04-19
63295,1855,2025-11-07,421,2,363.93,727.86,Completed,2025-11-08
63296,9831,2024-07-12,247,1,326.44,326.44,Completed,2024-07-16
63297,2123,2024-12-19,105,4,461.36,1845.44,Completed,2024-12-25
63298,2848,2023-02-27,476,5,179.19,895.95,Completed,2023-02-27
63299,526,2023-04-02,92,1,748.28,748.28,Pending,
63300,9992,2023-11-28,488,5,43.33,216.65,Completed,2023-11-29
63301,8707,2024-02-04,204,3,529.21,1587.63,Completed,2024-02-04
63302,5658,2025-07-18,169,1,683.54,683.54,Completed,2025-07-18
63303,1443,2024-01-10,143,1,642.09,642.09,Completed,2024-01-10
63304,8243,2023-04-10,13,3,389.36,1168.08,Completed,2023-04-12
63305,8452,2023-07-20,173,2,752.72,1505.44,Pending,
63306,372,2025-11-07,90,1,326.73,326.73,Completed,2025-11-14
63307,5932,2026-05-30,339,4,418.84,1675.36,Completed,2026-06-02
63308,696,2025-01-28,487,1,609.00,609.00,Completed,2025-01-31
63309,1674,2024-06-02,7,4,310.07,1240.28,Completed,2024-06-04
63310,2465,2023-06-11,251,1,323.23,323.23,Completed,2023-06-15
63311,3555,2023-07-01,187,2,703.34,1406.68,Completed,2023-07-04
63312,7221,2024-08-22,400,1,27.45,27.45,Pending,
63313,6466,2025-12-10,136,1,514.50,514.50,Completed,2025-12-17
63314,897,2024-09-18,95,4,228.94,915.76,Completed,2024-09-24
63315,277,2025-08-29,428,2,426.22,852.44,Completed,2025-09-05
63316,8939,2023-05-10,49,4,603.15,2412.60,Completed,2023-05-11
63317,8624,2024-09-24,170,4,375.58,1502.32,Completed,2024-09-24
63318,2612,2023-02-05,437,2,337.74,675.48,Completed,2023-02-12
63319,7876,2024-03-24,32,4,67.69,270.76,Completed,2024-03-28
63320,683,2024-09-22,199,2,480.36,960.72,Completed,2024-09-25
63321,3964,2024-04-01,202,1,586.65,586.65,Completed,2024-04-01
63322,1095,2024-10-25,28,2,103.41,206.82,Cancelled,
63323,525,2026-03-19,55,5,323.59,1617.95,Completed,2026-03-26
63324,8162,2023-12-25,248,3,669.99,2009.97,Completed,2023-12-30
63325,4088,2023-10-15,76,2,644.80,1289.60,Completed,2023-10-16
63326,2684,2026-02-04,103,1,71.46,71.46,Completed,2026-02-08
63327,3399,2025-06-09,186,5,624.59,3122.95,Completed,2025-06-11
63328,9281,2026-03-12,247,2,343.89,687.78,Completed,2026-03-14
63329,230,2023-08-11,147,2,116.18,232.36,Cancelled,
63330,3193,2023-11-04,78,5,535.33,2676.65,Completed,2023-11-06
63331,6082,2024-03-05,473,2,502.46,1004.92,Completed,2024-03-08
63332,2904,2025-06-01,189,4,695.56,2782.24,Completed,2025-06-02
63333,1983,2026-06-13,480,4,692.08,2768.32,Completed,2026-06-18
63334,6638,2025-08-28,327,5,259.51,1297.55,Completed,2025-09-01
63335,1310,2023-05-09,341,2,446.51,893.02,Completed,2023-05-10
63336,8517,2026-05-09,345,5,738.88,3694.40,Cancelled,
63337,8090,2024-02-10,208,2,27.28,54.56,Completed,2024-02-11
63338,9337,2023-01-03,301,2,265.02,530.04,Completed,2023-01-08
63339,521,2026-04-01,377,1,121.34,121.34,Completed,2026-04-06
63340,4924,2024-09-29,416,5,549.77,2748.85,Completed,2024-10-04
63341,4622,2025-11-07,429,5,649.57,3247.85,Completed,2025-11-08
63342,7788,2025-04-08,124,4,295.84,1183.36,Pending,
63343,3466,2026-03-22,49,1,562.14,562.14,Completed,2026-03-26
63344,4101,2025-04-10,267,1,679.84,679.84,Completed,2025-04-17
63345,449,2025-12-01,472,2,577.23,1154.46,Completed,2025-12-05
63346,4638,2025-10-26,300,4,583.91,2335.64,Completed,2025-10-26
63347,4010,2023-05-11,433,5,180.66,903.30,Completed,2023-05-12
63348,1496,2023-12-17,47,2,168.88,337.76,Completed,2023-12-20
63349,4067,2023-10-15,339,3,454.49,1363.47,Completed,2023-10-17
63350,8707,2026-06-26,310,3,125.24,375.72,Completed,2026-06-29
63351,194,2025-07-22,479,4,588.55,2354.20,Completed,2025-07-23
63352,337,2024-03-03,53,5,760.48,3802.40,Pending,
63353,8875,2025-03-15,99,4,208.96,835.84,Completed,2025-03-20
63354,6477,2025-02-21,233,2,107.35,214.70,Completed,2025-02-24
63355,6324,2023-07-04,364,4,803.02,3212.08,Pending,
63356,4114,2025-10-24,109,3,392.91,1178.73,Cancelled,
63357,8853,2024-09-11,349,5,607.12,3035.60,Completed,2024-09-14
63358,7635,2025-06-16,89,2,186.01,372.02,Completed,2025-06-17
63359,4919,2026-05-18,202,1,555.69,555.69,Cancelled,
63360,970,2023-05-07,363,3,6.67,20.01,Cancelled,
63361,712,2023-10-22,87,5,342.11,1710.55,Completed,2023-10-29
63362,4265,2025-08-16,410,3,477.96,1433.88,Completed,2025-08-18
63363,1469,2025-04-06,484,3,216.80,650.40,Completed,2025-04-08
63364,1738,2023-04-14,190,2,527.94,1055.88,Pending,
63365,4101,2024-04-06,77,4,294.70,1178.80,Completed,2024-04-06
63366,1631,2025-10-07,341,2,478.29,956.58,Pending,
63367,5764,2026-05-23,383,5,742.84,3714.20,Completed,2026-05-23
63368,3576,2023-02-11,12,4,485.09,1940.36,Completed,2023-02-15
63369,5240,2025-02-06,325,4,487.72,1950.88,Pending,
63370,7685,2025-09-12,494,5,667.38,3336.90,Pending,
63371,365,2025-10-15,366,2,15.94,31.88,Completed,2025-10-19
63372,4883,2024-08-02,11,4,78.78,315.12,Completed,2024-08-03
63373,9581,2024-06-17,170,1,361.33,361.33,Completed,2024-06-18
63374,6096,2023-10-31,247,1,293.56,293.56,Completed,2023-11-05
63375,6708,2025-08-20,328,4,254.89,1019.56,Pending,
63376,5143,2025-08-22,361,1,175.90,175.90,Completed,2025-08-22
63377,6720,2025-02-11,167,1,295.03,295.03,Completed,2025-02-12
63378,762,2023-07-30,230,4,752.01,3008.04,Completed,2023-08-04
63379,5872,2024-03-18,339,4,487.54,1950.16,Completed,2024-03-21
63380,8475,2023-08-03,486,2,70.76,141.52,Completed,2023-08-07
63381,9967,2025-05-23,497,3,202.46,607.38,Completed,2025-05-30
63382,9465,2025-03-06,152,2,664.54,1329.08,Pending,
63383,1318,2025-03-30,262,3,237.16,711.48,Completed,2025-04-06
63384,3311,2024-12-08,331,2,434.96,869.92,Completed,2024-12-11
63385,2367,2025-01-29,82,2,671.12,1342.24,Completed,2025-01-29
63386,7314,2023-02-15,134,3,475.94,1427.82,Pending,
63387,347,2026-02-23,188,4,102.88,411.52,Completed,2026-02-26
63388,7379,2025-03-18,139,2,218.86,437.72,Completed,2025-03-21
63389,3591,2025-11-02,228,5,85.12,425.60,Cancelled,
63390,8192,2026-01-19,237,5,220.04,1100.20,Completed,2026-01-23
63391,3788,2026-02-08,349,3,682.19,2046.57,Completed,2026-02-09
63392,1645,2025-10-13,411,2,565.03,1130.06,Cancelled,
63393,1277,2023-09-19,474,4,488.35,1953.40,Completed,2023-09-19
63394,6833,2024-10-22,313,3,324.42,973.26,Pending,
63395,7887,2023-02-11,423,3,310.98,932.94,Pending,
63396,7905,2024-07-08,13,2,442.63,885.26,Completed,2024-07-08
63397,68,2023-12-14,108,1,444.74,444.74,Completed,2023-12-14
63398,7250,2024-12-24,330,4,95.52,382.08,Cancelled,
63399,4513,2024-11-23,180,4,181.64,726.56,Cancelled,
63400,4340,2023-06-14,31,2,681.20,1362.40,Completed,2023-06-21
63401,3267,2024-06-03,179,5,103.55,517.75,Completed,2024-06-07
63402,739,2024-09-29,253,3,439.48,1318.44,Completed,2024-10-04
63403,3926,2023-10-10,224,5,217.89,1089.45,Completed,2023-10-17
63404,8428,2024-09-12,49,4,591.84,2367.36,Completed,2024-09-18
63405,5419,2025-08-05,71,1,45.27,45.27,Completed,2025-08-05
63406,2230,2025-10-20,58,5,9.62,48.10,Completed,2025-10-24
63407,7523,2025-04-06,70,3,587.35,1762.05,Completed,2025-04-12
63408,3107,2024-12-10,214,4,476.22,1904.88,Cancelled,
63409,7145,2025-01-25,131,1,5.53,5.53,Completed,2025-01-27
63410,4514,2024-10-24,107,5,85.44,427.20,Pending,
63411,2458,2023-06-21,371,3,347.44,1042.32,Completed,2023-06-27
63412,4923,2023-09-08,134,5,490.29,2451.45,Completed,2023-09-09
63413,8656,2025-06-28,277,1,418.44,418.44,Completed,2025-07-02
63414,3056,2026-02-05,433,2,171.91,343.82,Completed,2026-02-05
63415,9331,2025-11-18,482,4,656.54,2626.16,Completed,2025-11-19
63416,736,2024-02-12,129,5,779.64,3898.20,Cancelled,
63417,5050,2026-05-12,336,2,683.47,1366.94,Completed,2026-05-16
63418,3426,2026-01-09,26,5,648.22,3241.10,Completed,2026-01-15
63419,9604,2025-12-17,335,4,115.12,460.48,Completed,2025-12-23
63420,8484,2023-01-21,217,3,442.46,1327.38,Completed,2023-01-28
63421,5589,2026-05-18,211,4,389.46,1557.84,Completed,2026-05-24
63422,4639,2025-02-16,225,4,14.00,56.00,Completed,2025-02-17
63423,6636,2023-12-11,203,5,797.51,3987.55,Completed,2023-12-13
63424,9272,2024-07-24,308,3,263.72,791.16,Completed,2024-07-25
63425,6804,2023-06-28,285,3,683.74,2051.22,Completed,2023-07-02
63426,6257,2025-09-14,74,5,596.04,2980.20,Completed,2025-09-17
63427,2755,2023-09-25,460,3,690.18,2070.54,Completed,2023-10-02
63428,2786,2024-10-12,396,2,255.73,511.46,Completed,2024-10-12
63429,1431,2023-03-04,239,3,805.41,2416.23,Completed,2023-03-05
63430,612,2024-05-20,316,4,218.21,872.84,Cancelled,
63431,6396,2025-03-26,170,4,357.80,1431.20,Completed,2025-03-27
63432,1461,2026-03-22,122,3,167.28,501.84,Completed,2026-03-27
63433,6593,2025-04-24,142,5,363.69,1818.45,Completed,2025-04-25
63434,7911,2026-02-11,32,1,79.53,79.53,Completed,2026-02-11
63435,9704,2025-04-22,396,4,257.62,1030.48,Completed,2025-04-25
63436,5777,2024-09-10,21,3,464.97,1394.91,Completed,2024-09-14
63437,53,2023-02-19,129,5,736.72,3683.60,Completed,2023-02-21
63438,4920,2024-02-01,86,1,182.99,182.99,Completed,2024-02-01
63439,7841,2026-01-08,88,3,253.99,761.97,Completed,2026-01-11
63440,5195,2024-07-09,10,3,158.05,474.15,Completed,2024-07-16
63441,2178,2024-01-29,77,3,294.92,884.76,Completed,2024-02-03
63442,9601,2024-03-18,224,1,207.08,207.08,Completed,2024-03-19
63443,6869,2025-11-17,288,3,289.23,867.69,Completed,2025-11-17
63444,5077,2025-04-01,412,4,97.38,389.52,Pending,
63445,2532,2026-05-27,72,4,717.99,2871.96,Completed,2026-06-01
63446,3034,2024-07-21,500,3,500.96,1502.88,Completed,2024-07-26
63447,9741,2026-05-19,212,3,76.27,228.81,Cancelled,
63448,5750,2023-05-28,363,4,7.26,29.04,Completed,2023-06-02
63449,2634,2025-08-19,210,3,264.86,794.58,Completed,2025-08-26
63450,3929,2025-03-13,286,2,609.02,1218.04,Completed,2025-03-14
63451,9096,2023-06-26,91,4,10.76,43.04,Completed,2023-07-02
63452,936,2023-08-28,187,4,643.77,2575.08,Completed,2023-09-03
63453,4313,2025-08-30,323,2,570.56,1141.12,Pending,
63454,4305,2026-06-01,177,1,26.44,26.44,Cancelled,
63455,7893,2024-03-02,303,3,179.88,539.64,Cancelled,
63456,6868,2025-03-31,74,5,617.23,3086.15,Completed,2025-03-31
63457,1451,2025-12-19,354,2,632.87,1265.74,Completed,2025-12-21
63458,4177,2026-05-18,96,3,484.92,1454.76,Cancelled,
63459,8105,2023-03-24,318,4,587.59,2350.36,Completed,2023-03-29
63460,6103,2024-12-07,443,1,30.29,30.29,Completed,2024-12-07
63461,8523,2025-07-19,112,3,477.47,1432.41,Completed,2025-07-24
63462,9469,2023-03-21,436,4,344.91,1379.64,Completed,2023-03-28
63463,6337,2023-06-06,175,2,522.23,1044.46,Completed,2023-06-12
63464,5805,2025-07-31,152,2,630.11,1260.22,Completed,2025-08-03
63465,2326,2026-01-20,158,5,334.14,1670.70,Completed,2026-01-22
63466,8837,2025-12-05,118,3,194.39,583.17,Cancelled,
63467,5722,2025-07-13,119,5,281.93,1409.65,Completed,2025-07-13
63468,7994,2025-03-11,438,2,495.81,991.62,Completed,2025-03-17
63469,6843,2025-10-05,407,4,485.20,1940.80,Completed,2025-10-05
63470,7095,2024-09-28,50,1,568.53,568.53,Completed,2024-10-05
63471,5875,2024-09-04,444,2,61.76,123.52,Cancelled,
63472,5672,2023-05-19,368,5,43.02,215.10,Pending,
63473,9673,2024-06-03,478,3,719.40,2158.20,Completed,2024-06-07
63474,5042,2025-09-30,107,3,82.05,246.15,Completed,2025-10-05
63475,160,2024-12-10,190,3,554.13,1662.39,Pending,
63476,5708,2023-01-12,194,4,308.24,1232.96,Completed,2023-01-18
63477,8520,2025-01-25,304,5,814.08,4070.40,Completed,2025-01-28
63478,3893,2023-06-16,449,1,705.38,705.38,Completed,2023-06-16
63479,8073,2026-06-21,57,4,441.22,1764.88,Completed,2026-06-23
63480,9868,2025-04-28,272,1,310.79,310.79,Pending,
63481,4889,2025-07-22,109,2,444.21,888.42,Completed,2025-07-29
63482,1099,2025-05-31,440,3,314.01,942.03,Completed,2025-05-31
63483,9338,2024-09-02,357,1,471.64,471.64,Completed,2024-09-06
63484,5398,2026-01-11,61,1,183.42,183.42,Completed,2026-01-12
63485,7171,2025-04-21,28,2,105.83,211.66,Cancelled,
63486,2046,2025-05-18,46,2,710.93,1421.86,Completed,2025-05-21
63487,2492,2025-01-01,427,1,345.64,345.64,Completed,2025-01-06
63488,7598,2023-06-06,414,2,158.86,317.72,Completed,2023-06-10
63489,194,2023-11-24,306,2,368.93,737.86,Completed,2023-11-27
63490,4207,2026-03-05,454,3,582.40,1747.20,Completed,2026-03-07
63491,8965,2025-07-30,143,3,552.07,1656.21,Completed,2025-08-04
63492,6899,2023-03-15,29,3,437.80,1313.40,Pending,
63493,7666,2023-04-04,311,5,501.83,2509.15,Completed,2023-04-11
63494,4404,2023-09-19,302,4,702.20,2808.80,Completed,2023-09-21
63495,6265,2023-08-01,206,2,223.14,446.28,Completed,2023-08-06
63496,7551,2024-03-07,304,3,790.20,2370.60,Completed,2024-03-14
63497,8188,2023-07-03,330,1,98.88,98.88,Completed,2023-07-06
63498,4022,2023-06-21,344,2,532.07,1064.14,Completed,2023-06-22
63499,3592,2025-08-21,4,5,477.26,2386.30,Completed,2025-08-28
63500,2184,2025-06-02,57,2,419.10,838.20,Completed,2025-06-04
63501,4046,2024-07-24,82,1,728.45,728.45,Completed,2024-07-29
63502,2399,2025-08-14,240,1,448.07,448.07,Completed,2025-08-18
63503,230,2023-09-12,19,1,134.22,134.22,Completed,2023-09-13
63504,5203,2025-05-03,331,4,448.18,1792.72,Completed,2025-05-08
63505,6045,2024-01-06,385,3,330.69,992.07,Completed,2024-01-13
63506,9402,2023-01-13,295,1,695.08,695.08,Completed,2023-01-20
63507,1350,2025-09-06,6,3,421.01,1263.03,Completed,2025-09-10
63508,3387,2025-07-04,83,2,677.69,1355.38,Completed,2025-07-09
63509,846,2024-11-19,16,2,488.99,977.98,Completed,2024-11-25
63510,6658,2026-02-20,66,5,54.13,270.65,Cancelled,
63511,5099,2023-02-18,121,4,260.22,1040.88,Completed,2023-02-24
63512,9722,2025-09-06,159,4,618.40,2473.60,Pending,
63513,8911,2026-03-09,198,3,581.19,1743.57,Completed,2026-03-11
63514,4463,2026-05-11,206,2,197.98,395.96,Completed,2026-05-17
63515,5590,2024-10-07,74,2,628.03,1256.06,Pending,
63516,8965,2024-04-13,356,3,693.02,2079.06,Completed,2024-04-20
63517,350,2024-01-13,189,4,783.06,3132.24,Cancelled,
63518,1026,2026-04-24,60,2,57.49,114.98,Completed,2026-04-24
63519,1619,2025-09-25,193,3,657.66,1972.98,Completed,2025-09-30
63520,5371,2024-10-03,35,2,730.33,1460.66,Completed,2024-10-07
63521,5064,2024-08-25,359,2,198.60,397.20,Completed,2024-09-01
63522,5714,2024-03-23,19,1,129.20,129.20,Completed,2024-03-24
63523,7892,2025-02-28,227,3,522.35,1567.05,Completed,2025-03-01
63524,780,2023-12-10,422,1,720.10,720.10,Completed,2023-12-17
63525,619,2023-01-08,259,3,361.95,1085.85,Completed,2023-01-12
63526,9246,2026-04-24,193,5,779.54,3897.70,Completed,2026-05-01
63527,5460,2024-06-11,272,3,305.64,916.92,Pending,
63528,8586,2023-04-04,22,5,129.61,648.05,Completed,2023-04-11
63529,3136,2023-01-31,366,1,14.37,14.37,Completed,2023-02-07
63530,5970,2026-01-04,454,1,617.25,617.25,Completed,2026-01-10
63531,3455,2025-09-08,154,5,331.84,1659.20,Completed,2025-09-11
63532,7436,2025-09-20,377,2,115.77,231.54,Completed,2025-09-21
63533,995,2023-03-29,104,1,37.40,37.40,Completed,2023-04-03
63534,4182,2025-11-01,76,4,751.59,3006.36,Completed,2025-11-04
63535,5042,2025-05-27,76,5,673.17,3365.85,Completed,2025-05-27
63536,1862,2026-01-31,311,3,452.17,1356.51,Completed,2026-02-02
63537,767,2025-07-20,180,1,210.81,210.81,Cancelled,
63538,9946,2024-06-23,91,1,10.94,10.94,Completed,2024-06-30
63539,4472,2025-06-03,377,4,109.98,439.92,Completed,2025-06-07
63540,9878,2025-09-13,253,1,371.56,371.56,Completed,2025-09-18
63541,8883,2025-05-24,199,4,453.15,1812.60,Pending,
63542,8363,2023-01-03,93,4,406.75,1627.00,Completed,2023-01-09
63543,1668,2025-04-27,468,1,57.94,57.94,Completed,2025-05-01
63544,4120,2023-12-26,157,4,474.43,1897.72,Completed,2023-12-29
63545,6175,2024-07-05,222,2,505.73,1011.46,Pending,
63546,9605,2025-11-17,446,4,430.93,1723.72,Completed,2025-11-20
63547,5599,2023-07-06,321,1,189.89,189.89,Completed,2023-07-13
63548,8866,2024-05-02,16,5,517.94,2589.70,Completed,2024-05-03
63549,,2024-07-25,119,5,313.17,1565.85,Completed,2024-07-29
63550,5489,2023-09-23,156,3,797.01,2391.03,Completed,2023-09-29
63551,3804,2024-10-13,372,3,600.34,1801.02,Pending,
63552,7692,2025-04-22,168,2,330.15,660.30,Pending,
63553,9750,2024-04-06,126,3,125.76,377.28,Completed,2024-04-12
63554,6619,2025-02-08,107,2,86.64,173.28,Completed,2025-02-14
63555,5614,2025-12-14,158,4,316.64,1266.56,Completed,2025-12-18
63556,9819,2023-05-17,156,1,672.67,672.67,Completed,2023-05-22
63557,8423,2023-08-24,54,1,551.17,551.17,Completed,2023-08-29
63558,1476,2024-01-01,383,5,638.17,3190.85,Completed,2024-01-04
63559,4675,2023-06-20,43,3,117.20,351.60,Pending,
63560,2470,2023-04-24,225,2,14.18,28.36,Completed,2023-05-01
63561,9801,2024-12-05,179,2,101.24,202.48,Completed,2024-12-05
63562,8757,2026-04-25,423,5,313.98,1569.90,Completed,2026-05-01
63563,1477,2025-08-20,10,4,157.62,630.48,Completed,2025-08-22
63564,6151,2026-04-04,227,3,526.79,1580.37,Completed,2026-04-11
63565,2755,2025-09-25,60,5,53.22,266.10,Completed,2025-09-26
63566,8464,2024-08-21,225,1,15.72,15.72,Completed,2024-08-21
63567,8904,2026-06-13,422,2,671.92,1343.84,Completed,2026-06-15
63568,1137,2025-04-19,159,4,674.00,2696.00,Completed,2025-04-26
63569,90,2025-06-28,380,4,355.21,1420.84,Pending,
63570,5871,2025-04-18,498,1,321.66,321.66,Completed,2025-04-22
63571,6948,2025-07-18,412,2,80.82,161.64,Completed,2025-07-23
63572,2839,2025-10-01,444,2,56.21,112.42,Pending,
63573,7491,2024-09-13,11,5,72.52,362.60,Cancelled,
63574,1705,2025-09-30,225,5,14.85,74.25,Completed,2025-10-05
63575,4490,2023-04-02,482,3,644.28,1932.84,Completed,2023-04-09
63576,8798,2024-08-05,301,4,293.54,1174.16,Completed,2024-08-05
63577,6378,2023-08-30,295,2,711.83,1423.66,Completed,2023-08-30
63578,39,2025-01-07,247,3,296.50,889.50,Cancelled,
63579,7765,2024-11-02,282,3,234.82,704.46,Pending,
63580,6253,2024-02-10,159,3,643.39,1930.17,Completed,2024-02-14
63581,3156,2025-12-21,42,2,601.69,1203.38,Pending,
63582,6997,2025-09-07,399,4,25.51,102.04,Completed,2025-09-08
63583,4997,2026-07-04,174,1,347.57,347.57,Completed,2026-07-11
63584,5934,2024-02-04,32,5,70.81,354.05,Completed,2024-02-06
63585,8513,2023-11-11,148,2,433.65,867.30,Completed,2023-11-15
63586,1540,2025-01-13,366,4,15.23,60.92,Completed,2025-01-17
63587,1265,2024-03-06,47,1,179.39,179.39,Cancelled,
63588,7133,2023-09-26,187,5,571.44,2857.20,Completed,2023-10-03
63589,3359,2025-05-02,207,4,420.73,1682.92,Completed,2025-05-07
63590,1745,2024-02-22,357,1,465.72,465.72,Completed,2024-02-27
63591,3491,2023-10-01,111,5,755.04,3775.20,Completed,2023-10-03
63592,8930,2026-05-05,173,3,622.84,1868.52,Pending,
63593,3912,2024-09-09,143,2,580.67,1161.34,Completed,2024-09-12
63594,8355,2023-05-24,267,5,612.02,3060.10,Completed,2023-05-31
63595,999,2024-09-05,173,1,627.92,627.92,Completed,2024-09-08
63596,4235,2023-08-22,292,4,323.87,1295.48,Completed,2023-08-23
63597,9277,2023-08-28,268,1,534.97,534.97,Completed,2023-08-31
63598,8633,2025-02-21,127,3,36.10,108.30,Completed,2025-02-25
63599,5829,2023-01-10,446,4,464.57,1858.28,Completed,2023-01-15
63600,1194,2025-06-29,62,5,429.18,2145.90,Completed,2025-06-29
63601,8788,2025-11-04,316,5,230.46,1152.30,Completed,2025-11-07
63602,5207,2025-07-26,120,4,171.30,685.20,Completed,2025-08-02
63603,7620,2024-07-12,138,4,538.84,2155.36,Completed,2024-07-13
63604,2396,2024-10-25,448,4,258.87,1035.48,Completed,2024-10-25
63605,9627,2026-03-24,486,4,70.39,281.56,Pending,
63606,427,2025-12-16,163,2,197.39,394.78,Completed,2025-12-16
63607,2676,2023-04-24,297,5,333.72,1668.60,Completed,2023-04-25
63608,1228,2023-12-02,59,3,196.25,588.75,Completed,2023-12-06
63609,3141,2024-06-18,92,2,765.68,1531.36,Completed,2024-06-18
63610,2700,2023-04-16,215,5,81.44,407.20,Completed,2023-04-20
63611,4050,2023-02-12,29,3,454.56,1363.68,Completed,2023-02-12
63612,7172,2023-03-24,220,3,267.35,802.05,Pending,
63613,6829,2023-05-26,166,5,307.61,1538.05,Completed,2023-05-30
63614,2698,2024-03-17,479,1,599.90,599.90,Completed,2024-03-20
63615,1474,2024-12-06,331,4,371.41,1485.64,Pending,
63616,5566,2023-03-12,224,5,249.98,1249.90,Completed,2023-03-18
63617,1999,2024-07-08,196,3,73.57,220.71,Completed,2024-07-10
63618,7140,2024-11-14,85,5,296.59,1482.95,Completed,2024-11-14
63619,2529,2026-04-06,186,1,524.31,524.31,Completed,2026-04-09
63620,8645,2023-02-27,354,1,717.62,717.62,Completed,2023-03-04
63621,217,2023-08-20,112,3,547.88,1643.64,Cancelled,
63622,9305,2024-11-08,288,4,311.93,1247.72,Completed,2024-11-15
63623,2661,2026-06-20,115,3,795.14,2385.42,Completed,2026-06-24
63624,5399,2023-08-21,248,1,707.32,707.32,Pending,
63625,4632,2025-07-07,260,4,149.32,597.28,Completed,2025-07-14
63626,2381,2025-11-05,186,3,542.11,1626.33,Cancelled,
63627,5009,2023-04-19,89,2,176.66,353.32,Completed,2023-04-21
63628,9951,2025-07-12,77,3,314.97,944.91,Pending,
63629,1453,2023-04-01,441,1,627.03,627.03,Completed,2023-04-01
63630,9359,2023-09-11,170,3,350.70,1052.10,Cancelled,
63631,1703,2023-09-25,486,4,78.03,312.12,Completed,2023-09-30
63632,7107,2025-03-28,84,4,58.99,235.96,Completed,2025-04-03
63633,1021,2026-02-17,461,1,108.73,108.73,Completed,2026-02-18
63634,7898,2026-05-16,325,5,494.09,2470.45,Completed,2026-05-21
63635,5429,2026-01-04,150,2,573.95,1147.90,Cancelled,
63636,3855,2026-05-20,133,2,258.43,516.86,Pending,
63637,896,2026-01-24,306,2,306.48,612.96,Completed,2026-01-24
63638,9226,2024-03-28,164,2,64.89,129.78,Completed,2024-03-31
63639,1714,2025-01-08,339,5,477.31,2386.55,Completed,2025-01-15
63640,6867,2024-04-03,257,3,463.92,1391.76,Completed,2024-04-07
63641,4953,2025-07-06,140,4,257.62,1030.48,Completed,2025-07-10
63642,4127,2025-05-14,127,1,36.33,36.33,Cancelled,
63643,6588,2024-04-18,256,2,712.40,1424.80,Completed,2024-04-23
63644,1570,2023-03-12,316,2,208.14,416.28,Completed,2023-03-16
63645,9379,2023-06-03,169,2,634.14,1268.28,Completed,2023-06-03
63646,9284,2024-03-10,296,5,733.17,3665.85,Completed,2024-03-10
63647,1262,2025-05-28,354,5,701.79,3508.95,Completed,2025-06-01
63648,7150,2026-07-01,309,5,400.86,2004.30,Completed,2026-07-08
